Id;Encontrado;Nombre;Efecto;Tipo
258;0;MISSING NO.;Cambia todos los objetos pasivos de isaac al recogerlo y al comenzar cada piso.;PASIVO
259;0;DARK MATTER;Da dano +1 y puede disparar lagrimas de miedo.;PASIVO
260;0;BLACK CANDLE;Previene las maldiciones, da un corazon negro y aumenta la probabilidad de que aparezca la habitacion del pacto.;PASIVO
261;0;PROPTOSIS;Las lagrimas comienzan siendo grandes y se vuelven mas pequenas y debiles al alejarse.;PASIVO
262;0;MISSING PAGE 2;Da un corazon negro. al recibir dano que reduce la vida de isaac a un corazon o menos, causa dano a todos los enemigos de la habitacion.;PASIVO
264;0;SMART FLY;Un familiar orbital que bloquea proyectiles. cuando isaac recibe dano, el familiar persigue a los enemigos y causa 22.5 de dano por segundo.;PASIVO
265;0;DRY BABY;Un familiar que sigue a isaac y bloquea proyectiles. al bloquear un proyectil, tiene una probabilidad de activar el efecto de the necronomicon.;PASIVO
266;0;JUICY SACK;,un familiar que deja un rastro de creep que ralentiza y hace aparecer 1-2 aranas azules tras cada habitacion.;PASIVO
267;0;ROBO-BABY 2.0;Un familiar que dispara laseres a los enemigos en su linea de vision y se mueve con los controles de disparo de isaac.;PASIVO
268;0;ROTTEN BABY;Un familiar que genera moscas azules cuando isaac dispara. solo puede tener una mosca a la vez.;PASIVO
269;0;HEADLESS BABY;Un familiar que sigue a isaac, dejando un rastro de creep de sangre.;PASIVO
270;0;LEECH;Un familiar sanguijuela que sigue a los enemigos y causa 3 de dano por segundo. cura medio corazon rojo al matar a un enemigo.;PASIVO
271;0;MYSTERY SACK;Un familiar que suelta un corazon, moneda, bomba o llave cada 5-6 habitaciones.;PASIVO
272;0;BBF;Hace aparecer una mosca familiar que vuela por la habitacion en diagonal y explota al entrar en contacto con un enemigo. reaparece despues de 10 segundos.;PASIVO
273;0;BOB'S BRAIN;Hace aparecer un familiar que embiste hacia adelante cuando se disparan lagrimas y explota al entrar en contacto con un enemigo, danandolo y envenenandolo. reaparece tras unos segundos.;PASIVO
274;0;BEST BUD;Al recibir dano, hace aparecer una mosca orbital similar a forever alone durante la habitacion actual.;PASIVO
275;0;LIL BRIMSTONE;Un familiar que carga un laser de brimstone mas delgado.;PASIVO
276;0;ISAAC'S HEART;Isaac es inmune a todo el dano y lo sigue un corazon familiar. isaac es danado si el corazon recibe dano.;PASIVO
277;0;LIL HAUNT;Un familiar que persigue a los enemigos, causando 4 de dano por segundo e infligiendo miedo.;PASIVO
278;0;DARK BUM;Un familiar que recoge corazones rojos. por cada 1.5 corazones rojos, puede dar un corazon de alma, un corazon negro, una arana enemiga, una arana azul ;PASIVO
279;0;BIG FAN;Hace aparecer un gran familiar orbital que bloquea proyectiles y causa dano por contacto.;PASIVO
280;0;SISSY LONG LEGS;Un familiar que deambula por la habitacion. a veces genera aranas azules.;PASIVO
281;0;PUNCHING BAG;Un familiar que deambula aleatoriamente. los enemigos lo atacaran si esta cerca.;PASIVO
282;0;HOW TO JUMP;Isaac salta en la direccion en la que este caminando, pasando sobre obstaculos y enemigos.;ACTIVO
283;0;D100;Activa el efecto de d4, the d6 y d20.;ACTIVO
284;0;D4;Cambia todos los objetos pasivos de isaac.;ACTIVO
285;0;D10;Cambia los enemigos de la habitacion.;ACTIVO
286;0;BLANK CARD;Copia el efecto de cualquier carta o runa que isaac lleve.;ACTIVO
287;0;BOOK OF SECRETS;Da el efecto de treasure map, the compass o blue map durante el piso actual.;ACTIVO
288;0;BOX OF SPIDERS;Hace aparecer de 1 a 4 aranas azules que causan 2.5 veces el dano de isaac. ;ACTIVO
289;0;RED CANDLE;Lanza una llama que puede pasar sobre agujeros (pero no obstaculos). la llama causa dano a todo en su camino, reduciendo su tamano conforme golpea a enemigos o bloquea proyectiles.;ACTIVO
290;0;THE JAR;Cuando isaac tiene la vida completa, puede almacenar hasta 4 corazones rojos. activarlo suelta los corazones rojos de su interior.;ACTIVO
291;0;FLUSH!;Convierte a todos los enemigos no-jefes de la habitacion en caca. mata instantaneamente a los jefes con tematica de caca.;ACTIVO
292;0;THE SATANIC BIBLE;Da un corazon negro. {{nota|rep}} reemplaza el objeto de la habitacion del jefe del piso actual por un pacto del diablo.;ACTIVO
293;0;HEAD OF KRAMPUS;Dispara un rayo de brimstone en las cuatro direcciones cardinales. los rayos tienen un 50% de probabilidad de girar alrededor de isaac.;ACTIVO
294;0;BUTTER BEAN;Isaac suelta un gas que empuja a los enemigos y proyectiles cercanos.;ACTIVO
295;0;MAGIC FINGERS;Gasta 1 moneda y causa 2 veces el dano de isaac a todos los enemigos en la habitacion.;PASIVO
296;0;CONVERTER;Al activarlo, convierte 2 corazones de alma en un contenedor de vida.;ACTIVO
297;0;PANDORA'S BOX;Genera recursos u objetos dependiendo del piso en el que se use.;ACTIVO
298;0;UNICORN STUMP;Da invencibilidad y aumenta la velocidad durante 5 segundos, pero isaac no podra disparar.;ACTIVO
299;0;TAURUS;Da velocidad -0.3. isaac acumula velocidad mientras esta en una habitacion con enemigos, al llegar al maximo de velocidad, obtiene el efecto de my little unicorn durante 5 segundos.;PASIVO
300;0;ARIES;Da velocidad +0.25. correr hacia los enemigos mientras se tiene suficiente velocidad causa dano.;PASIVO
301;0;CANCER;Da 3 corazones de alma. concede el efecto de the wafer durante la habitacion actual tras haber recibido dano.;PASIVO
302;0;LEO;Permite destruir rocas al caminar sobre ellas.;PASIVO
303;0;VIRGO;Tiene una probabilidad de dar un escudo durante 10 segundos al recibir dano. convierte las pildoras malas en pildoras buenas.;PASIVO
304;0;LIBRA;Da 6 monedas, 6 bombas y 6 llaves, y equilibra todos los atributos.;PASIVO
305;0;SCORPIO;Las lagrimas son venenosas. los enemigos envenenados reciben dano con el tiempo.;PASIVO
306;0;SAGITARIUS;Da velocidad +0.2 y lagrimas perforantes.;PASIVO
307;0;CAPRICORN;Aumenta la vida, dano y rango, disminuye la cadencia y da 1 moneda, bomba y llave.;PASIVO
308;0;AQUARIUS;Isaac deja un rastro de creep azul mientras camina.;PASIVO
309;0;PISCES;Da lagrimas +1 y las lagrimas tendran mas empuje y tamano.;PASIVO
310;0;EVE'S MASCARA;Duplica el dano y reduce la cadencia y velocidad del proyectil.;PASIVO
311;0;JUDAS SHADOW;Da una vida extra. al morir, revive como dark judas con 2 corazones negros.;PASIVO
312;0;MAGGY'S BOW;Da un contenedor de vida roja y duplica la curacion obtenida por corazones rojos.;PASIVO
313;0;HOLY MANTLE;Al entrar en una habitacion, da un escudo que niega el primer dano recibido.;PASIVO
314;0;THUNDER THIGHS;Permite destruir obstaculos por contacto. da un contenedor de vida roja y disminuye la velocidad.;PASIVO
315;0;STRANGE ATTRACTOR;Los recursos, baratijas y enemigos son atraidos por las lagrimas de isaac.;PASIVO
316;0;CURSED EYE;Da un disparo cargado que dispara varias lagrimas en fila. recibir dano mientras se esta cargando puede teletransportar a isaac a otra habitacion.;PASIVO
317;0;MYSTERIOUS LIQUID;Las lagrimas dejan un pequeno charco de creep que dura poco tiempo al impactar.;PASIVO
318;0;GEMINI;Da un familiar atado a isaac que sigue a los enemigos cercanos y causa 8 de dano por contacto.;PASIVO
319;0;CAIN'S OTHER EYE;Un familiar que flota diagonalmente similar al item the peeper y dispara lágrimas normales en la dirección en que dispare isaac.;PASIVO
320;0;???'S ONLY FRIEND;Hace aparecer un familiar controlable que causa 37.5 de dano por segundo al contacto. puede ser movido con los botones de disparo.;PASIVO
321;0;SAMSON'S CHAINS;Ata una bola y una cadena a isaac que arrastra consigo. causa dano por contacto, bloquea proyectiles y destruye obstaculos.;PASIVO
322;0;MONGO BABY;	un familiar que copia las lagrimas e otros familiares.;PASIVO
323;0;ISAAC'S TEARS;Dispara 8 lagrimas alrededor de isaac tomando su dano, rango, velocidad de proyectil y algunos efectos de lagrima. cada disparo de isaac aumenta el numero de cargas.;ACTIVO
324;0;UNDEFINED;Lleva a isaac a la habitacion secreta, habitacion super secreta, habitacion del tesoro o i am error.;ACTIVO
325;0;SCISSORS;Convierte la cabeza de isaac en un familiar estacionario durante la habitacion actual que dispara automaticamente.;ACTIVO
326;0;BREATH OF LIFE;Da un breve momento de invencibilidad cuando la carga llega a 0. si se mantiene el boton de activacion durante un segundo mas mientras la carga esta en 0, isaac recibira dano.;ACTIVO
327;0;THE POLAROID;Si isaac tiene medio corazon rojo o no tiene corazones rojos tras recibir dano, gana un escudo que bloquea todo tipo de dano durante 5 segundos. permite acceder a the chest.;PASIVO
328;0;THE NEGATIVE;Si isaac tiene medio corazon rojo o no tiene corazones rojos tras recibir dano, dana a todos los enemigos de la habitacion con un efecto parecido al de the necronomicon. permite acceder a dark room.;PASIVO
329;0;THE LUDOVICO TECHNIQUE;En lugar de disparar lagrimas, isaac controla una lagrima flotante que pasa sobre los obstaculos. causa dano constante al colocarse sobre un enemigo.;PASIVO
330;0;SOY MILK;Las lagrimas seran mas pequenas y haran mucho menos dano, pero aumenta mucho la cadencia.;PASIVO
331;0;GODHEAD;Las lagrimas siguen a los enemigos con un aura que causa dano. da dano +0.5, lagrimas -0.3, rango +1.2, velocidad del proyectil -0.3 y +0.8 de altura de lagrima.;PASIVO
332;0;LAZARU'S RAGS;Al morir, revive como lazarus revivido con un contenedor de vida roja y anemic.;PASIVO
333;0;THE MIND;Revela el mapa completo, incluyendo habitaciones especiales y secretas.;PASIVO
334;0;THE BODY;Da 3 contendores de vida roja llenos.;PASIVO
335;0;THE SOUL;Da 2 corazones de alma, y isaac gana un aura pulsante que repele a enemigos y proyectiles.;PASIVO
336;0;DEAD ONION;Da lagrimas perforantes y espectrales. el tamano de la lagrima aumenta (sin aumentar el dano) y reduce mucho el rango y velocidad del proyectil.;PASIVO
337;0;BROKEN WATCH;Al entrar en una habitacion, puede ralentizar o acelerar a todos los enemigos y sus ataques. la probabilidad de ralentizar es mayor que la de acelerar.;PASIVO
338;0;BOOMERANG;Lanza un boomerang que trae recursos, dana a los enemigos y los petrifica durante 2 segundos.;ACTIVO
339;0;SAFETY PIN;Da un corazon negro, rango +5.25, velocidad del proyectil +0.16 y +0.5 de altura de lagrima.;PASIVO
340;0;CAFFEINE PILL;Da velocidad +0.3, reduce el tamano de isaac y da una pildora al azar.;PASIVO
341;0;TORN PHOTO;Da lagrimas +0.7 y velocidad del proyectil +0.16.;PASIVO
342;0;BLUE CAP;Da un contenedor de vida roja, lagrimas +0.7, velocidad del proyectil -0.16}}.;PASIVO
343;0;LATCH KEY;Da un corazon de alma y suerte +1. hace aparecer 2 llaves.;PASIVO
344;0;MATCH BOOK;Da un corazon negro y hace aparecer 2-3 bombas.;PASIVO
345;0;SYNTHOIL;Da dano +1, rango +5.25 y +0.5 de altura de lagrima.;PASIVO
346;0;A SNACK;Da un contenedor de vida roja;PASIVO
347;0;DIPLOPIA;Duplica todos los recursos y objetos de la habitacion.;PASIVO
348;0;PLACEBO;Copia el efecto de la pildora que isaac lleve.;ACTIVO
349;0;WOODEN NICKEL;Tiene un 50% de probabilidad de generar un tipo de monda al azar.;ACTIVO
350;0;TOXIC SHOCK;Al entrar en una habitacion, envenena a todos los enemigos causando el doble del dano de isaac. matar a enemigos deja un charco pequeno de creep verde que desaparece pronto.;PASIVO
351;0;MEGA BEAN;Petrifica a los enemigos de la habitacion actual durante un par de segundos y envenena a los enemigos cercanos. tambien provoca un terremoto que se mueve en la direccion en la que isaac este viendo.;ACTIVO
352;0;GLASS CANNON; dispara una lagrima espectral y perforante gigante de mucho dano, pero disminuye la vida de isaac a medio corazon.;ACTIVO
353;0;BOMBER BOY;Da 5 bombas. las bombas de isaac explotaran en un patron de cruz (aproximadamente 5 explosiones de altura).;PASIVO
354;0;CRACK JACKS;Da un contenedor de vida roja lleno y suelta una baratija.;PASIVO
355;0;MOM'S PEARLS;Da rango +1.25, suerte +1, +0.5 de altura de lagrima.;PASIVO
356;0;CAR BATTERY;Activa dos veces los objetos activables en cada uso.;PASIVO
357;0;BOX OF FRIENDS;Genera un familiar mas por cada familiar que isaac tenga durante la habitacion actual. si no tiene familiares, hace aparecer un demon baby durante la habitacion actual.;ACTIVO
358;0;THE WIZ;Dispara lagrimas diagonalmente de ambos ojos a la vez.;PASIVO
359;0;8 INCH NAILS;Dano +1.5. reemplaza las lagrimas de isaac por clavos que tienen mayor empuje.;PASIVO
360;0;INCUBUS;Un familiar que dispara lagrimas identicas a las de isaac en cuanto a dano, cadencia y efectos.;PASIVO
361;0;FATE'S REWARD;Un familiar que sigue a isaac e imita algunos de sus efectos de lagrima y dano.;PASIVO
362;0;LIL CHEST;Un familiar que suelta un recurso al azar (25%) o baratija (10%) al superar una habitacion.;PASIVO
363;0;SWORN PROTECTOR;Un familiar orbital que inflige 105 de dano por contacto y bloquea proyectiles. al bloquear 10 proyectiles en una habitacion suelta un corazon eterno.;PASIVO
364;0;FRIEND ZONE;Una mosca que orbita a una distancia intermedia y causa 45 de dano por contacto.;PASIVO
365;0;LOST FLY;Un familiar mosca que se mueve en linea recta y recorre el primer muro u obstaculo que encuentre, causando 105 de dano por contacto.;PASIVO
366;0;SCATTER BOMBS;Da 5 bombas. las bombas de isaac explotan en 2-4 bombas mas pequenas.;PASIVO
367;0;STICKY BOMBS;Da 5 bombas. las bombas se adhieren a los enemigos y hacen aparecer 2-4 aranas azules si matan a un enemigo.;PASIVO
368;0;EPIPHORA;Disparar en una direccion aumenta la cadencia de disparo. al cambiar de direccion se reinicia;PASIVO
369;0;CONTINUUM;Da lagrimas espectrales y aumenta el rango. las lagrimas atraviesan las paredes y aparecen del lado opuesto de la habitacion.;PASIVO
370;0;MR. DOLLY;Da lagrimas +0.7, rango +5.25 y +0.5 de altura de lagrima. hace aparecer 3 tipos de corazones al azar al recogerlo.;PASIVO
371;0;CURSE OF THE TOWER;Al recibir dano, hace aparecer 6 bombas troll.;PASIVO
372;0;CHARGED BABY;Un familiar que a veces suelta baterias, da cargas o petrifica a todos los enemigos en la habitacion.;PASIVO
373;0;DEAD EYE;El dano de isaac aumenta cada vez que un enemigo es golpeado. el dano se reinicia al fallar un disparo.;PASIVO
374;0;HOLY LIGHT!;Puede disparar lagrimas sagradas que crean un rayo de luz en el area donde golpean a un enemigo.;PASIVO
375;0;HOST HAT;Da inmunidad a las explosiones. puede bloquear lagrimas enemigas y contraatacar con 3 lagrimas.;PASIVO
376;0;RESTOCK;Las tiendas reabastecen sus objetos cuando son comprados.;PASIVO
377;0;BURSTING SACK;Los enemigos aracnidos no danaran a isaac.;PASIVO
378;0;NO. 2;Disparar lagrimas continuamente durante 3 segundos hace que isaac suelte una bomba con el efecto de butt bombs.;PASIVO
379;0;PUPULA DUPLEX;Da lagrimas espectrales y mas anchas con forma de arco, aumentando su tamano.;PASIVO
380;0;PAY TO PLAY;Da 5 monedas. convierte las puertas que requieren de una llave en puertas que pueden abrirse con una moneda.;PASIVO
381;0;EDEN'S BLESSING;Da lagrimas +0.7. la siguiente partida tendra un objeto al azar adicional.;PASIVO
382;0;FRIENDLY BALL;Lanzar la bola a un monstruo lo mata instantaneamente y lo captura. el enemigo capturado puede ser liberado mas tarde y sera aliado, peleando por isaac y manteniendose entre habitaciones.;ACTIVO
383;0;TEAR DETONATOR;Detona todas las lagrimas de la pantalla, dividiendolas en 6 lagrimas que saldran disparadas en circulo.;ACTIVO
384;0;LIL GURDY;Un familiar que carga mientras isaac dispara, y rebota por la habitacion al dejar de disparar para causar dano por contacto dependiendo de su velocidad.;PASIVO
385;0;BUMBO;Un familiar que recoge monedas y sube de nivel tras recoger suficientes. al segundo nivel, obtiene un cuerpo. al tercer nivel, comienza a disparar lagrimas. al cuarto nivel, sigue a los enemigos y causa dano por contacto.;PASIVO
386;0;D12;Cambia las rocas de la habitacion por otros obstaculos al azar.;ACTIVO
387;0;CENSER;Un familiar con un aura que ralentiza a los enemigos y proyectiles en su interior.;PASIVO
388;0;KEY BUM;Un familiar que recoge llaves y da cofres al azar.;PASIVO
389;0;RUNE BAG;Un familiar que suelta una runa al azar cada 5-6 habitaciones.;PASIVO
390;0;SERAPHIM;Un familiar que dispara lagrimas que persiguen a los enemigos. causan 10 de dano, pero el proyectil es lento.;PASIVO
391;0;BETRAYAL;Al recibir dano, aplica un efecto de enamoramiento a todos los enemigos de la habitacion.;PASIVO
392;0;ZODIAC;Da un efecto aleatorio de un objeto del zodiaco que cambia en cada piso.;PASIVO
393;0;SERPENT'S KISS;Las lagrimas pueden envenenar a los enemigos. los enemigos envenenados pueden soltar corazones negros al morir.;PASIVO
394;0;MARKED;Isaac disparara automaticamente hacia el objetivo rojo en el piso, el cual puede ser movido con los controles de disparo. da lagrimas +0.7 y rango +3.15.;PASIVO
395;0;TECH X;Las lagrimas son reemplazadas por anillos laser que pasan a traves de los enemigos y obstaculos. puede ser cargado para lanzar un anillo mas grande.;PASIVO
396;0;VENTRICLE RAZOR;Coloca un portal anaranjado y uno azul. al entrar en un portal, isaac es teletransportado al otro.;ACTIVO
397;0;TRACTOR BEAM;Mejora la cadencia, rango y velocidad del proyectil. isaac emite un rayo desde su cara, y las lagrimas seguiran ese rayo.;PASIVO
398;0;GOD'S FLESH;Las lagrimas pueden encoger a los enemigos, haciendo que huyan de isaac. los enemigos encogidos pueden ser aplastados y matados al caminar encima de ellos.;PASIVO
399;0;MAW OF THE VOID;Se carga mientras dispara y al liberarlo crea un anillo negro alrededor de isaac que causa dano. da dano +1, y el anillo puede hacer que los enemigos suelten corazones negros al morir.;PASIVO
400;0;SPEAR OF DESTINY;Ademas de sus lagrimas, isaac sostendra una lanza frente a el que causa dano por contacto igual al doble del dano de sus lagrimas. a veces inflige miedo.;PASIVO
401;0;EXPLOSIVO;Las lagrimas pueden pegarse a los enemigos y explotar.;PASIVO
402;0;CHAOS;Suelta de 1 a 6 recursos al azar. los objetos generados seran tomados de fuentes de obtencion aleatorias.;PASIVO
403;0;SPIDER MOD;Muestra el dano que reciben los enemigos y barras de vida debajo de ellos. el familiar deambula por la habitacion, causando efectos de estado al azar al entrar en contacto con enemigos. puede hacer aparecer baterias o aranas azules al superar habitaciones.;PASIVO
404;0;FARTING BABY;Un familiar que sigue a isaac y bloquea proyectiles enemigos. si lo golpea un proyectil, puede soltar un gas que enamora, envenena o empuja a los enemigos cercanos.;PASIVO
405;0;GB BUG;Un familiar que rebota diagonalmente por la habitacion, aplicando efectos de estado al azar a los enemigos con los que entra en contacto, y puede cambiar objetos al pasar encima de ellos. ;PASIVO
406;0;D8;Cambia el dano, cadencia, rango y velocidad de isaac dandoles un multiplicador al azar.;ACTIVO
407;0;PURITY;Mejora una estadistica de isaac dependiendo del color del aura a su alrededor(amarilla +0.5 de velocidad, naranja +7.5 de rango, azul +0.4 de lagrimas, rojo +4.93 de dano). el aura desaparece al recibir dano y reaparece con un color al azar al entrar en una habitacion diferente.;PASIVO
408;0;ATHAME;Al recibir dano, un anillo negro aparece alrededor de isaac, causando dano por contacto a los enemigos cercanos.;PASIVO
409;0;EMPTY VESSEL;Da 2 corazones negros. si isaac no tiene corazones rojos, permite volar y periodicamente da un escudo durante unos segundos.;PASIVO
410;0;EVIL EYE;Puede disparar un ojo que atraviesa la pantalla lentamente y dispara lagrimas en la misma direccion que isaac. el ojo sera destruido al impactar.;PASIVO
411;0;LUSTY BLOOD;Aumenta el dano de isaac durante la habitacion actual al matar enemigos.;PASIVO
412;0;CAMBION CONCEPTION;Tras recibir dano un cierto numero de veces, hace aparecer un familiar demoniaco permanentemente.;PASIVO
413;0;INMACULATE CONCEPTION;Al recoger cierta cantidad de corazones, hace aparecer un familiar angelical permanente.;PASIVO
414;0;MORE OPTIONS;Hace aparecer un segundo objeto en la habitacion del tesoro, pero solo se puede tomar uno.;PASIVO
415;0;CROWN OF LIGHT;Da 2 corazones de alma. mientras isaac no tenga corazones rojos vacios, da dano x2.0, rango +5.25 y velocidad del proyectil-0.3. la corona se desactiva durante la habitacion actual al recibir dano.;PASIVO
416;0;DEEP POCKETS;Isaac puede llevar 2 cartas y/o pildoras a la vez.;PASIVO
417;0;SUCCUBUS;Un familiar que rebota por la habitacion con un aura negra que causa dano rapidamente a los enemigos en su interior. si isaac esta en el aura, recibe dano x1.5.;PASIVO
418;0;FRUIT CAKE;Las lagrimas de isaac obtienen efectos aleatorios con cada disparo.;PASIVO
419;0;TELEPORT 2.0;Teletransporta a isaac a una habitacion al azar del piso actual que aun no haya sido explorada. si ya se han explorado todas las habitaciones, incluyendo habitaciones secretas, llevara a la habitacion del pacto, si ya se ha visitado tambien, llevara a una habitacion de i am error.;ACTIVO
420;0;BLACK POWDER;Isaac deja un rastro de polvo negro. caminar en circulos hara aparecer un simbolo de pentagrama en el piso que causa 10 de dano por tick a los enemigos en su interior.;PASIVO
421;0;KIDNEY BEAN;Isaac suelta un gas que enamora a los enemigos cercanos.;ACTIVO
422;0;GLOWING HOUR GLASS;Regresa a isaac a la habitacion anterior y deshace todas las acciones que hayan ocurrido en la habitacion actual, volviendo al estado en que se encontraba antes.;ACTIVO
423;0;CIRCLE OF PROTECTION;Rodea a isaac con un gran halo blanco que a veces causa el dano de isaac a los enemigos que entren en contacto, y puede reflejar proyectiles enemigos.;PASIVO
424;0;SACK HEAD;Las monedas, bombas y llaves tienen una probabilidad de ser cambiadas por sacos.;PASIVO
425;0;NIGHT LIGHT;Un cono de luz brilla en la direccion en la que se mueve isaac, ralentizando a los enemigos y proyectiles.;PASIVO
426;0;OBSESSED FAN;Un familiar que sigue los movimientos de isaac con 3 segundos de retraso y causa daño por contacto.;PASIVO
427;0;MINE CRAFTER;Coloca un barril explosivo que puede ser empujado. si se vuelve a activar en una habitacion donde ya ha generado un barril explosivo y este esta intacto, puede detonarlo remotamente.;ACTIVO
428;0;PJS;Da 4 corazones azules y cura completamente a isaac.;PASIVO
429;0;HEAD OF THE KEEPER;Las lagrimas de isaac se vuelven monedas y pueden soltar monedas en el piso al golpear a un enemigo.;PASIVO
430;0;PAPA FLY;Un familiar que sigue los movimientos de isaac con 3 segundos de retraso, disparando a los enemigos cercanos.;PASIVO
431;0;MULTIDIMENSIONAL BABY;Un familiar que sigue los movimientos de isaac con un retraso de 2.5 segundos. las lagrimas que lo atraviesan son duplicadas y son mas rapidas.;PASIVO
432;0;GLITTER BOMBS; da 5 bombas. las bombas pueden hacer aparecer recursos o enamorar a enemigos al explotar.;PASIVO
433;0;MY SHADOW;Cada vez que isaac recibe dano, causa miedo a todos los enemigos de la habitacion y hace aparecer un charger negro aliado que atacara a los enemigos. el charger morira si recibe mucho dano.;PASIVO
434;0;JAR OF FLIES;Matar a un enemigo anade una mosca al jarron, hasta un maximo de 20. al activarlo, suelta las moscas de su interior.;PASIVO
435;0;LIL LOKI;Un familiar que dispara 4 lagrimas en un patron de cruz.;PASIVO
436;0;MILK!;Un familiar vaso de leche que se derrama cuando isaac recibe dano. al derramarse, da lagrimas +2 durante la habitacion actual.;PASIVO
437;0;D7;Reinicia la habitacion actual y revive a los enemigos, permitiendo obtener una recompensa al superarla nuevamente.;ACTIVO
438;0;BINKY;Da 1 corazon de alma, lagrimas +0.75 y disminuye el tamano de isaac.;PASIVO
439;0;MOM'S BOX;De forma pasiva aumenta da suerte +1 y duplica el efecto de las baratijas. al activarlo, genera una baratija al azar.;ACTIVO
440;0;KIDNEY STONE;Aleatoriamente al disparar, isaac dejara de hacerlo y se volvera rojo mientras carga para liberar muchisimas lagrimas. lanzara primero una piedra del rinon que causa mas dano.;PASIVO
441;0;MEGA BLAST;Isaac dispara un laser similar al que usa mega satan. el laser causa mucho dano y dura 15 segundos, persistiendo entre habitaciones.;ACTIVO
442;0;DARK CROWN;Al tener exactamente 1 corazon rojo, da lagrimas +0.75, rango +1, velocidad del proyectil +0.2 y +1 de altura de lagrima.;PASIVO
443;0;APPLE!;Mejora la cadencia. tiene una probabilidad de disparar cuchillas que causan mucho dano.;PASIVO
444;0;LEAD PENCIL;Despues de cada 15 lagrimas disparadas, isaac disparara un gran grupo de lagrimas que hacen mas dano.;PASIVO
445;0;DOG TOOTH;Da dano +0.3 y velocidad +0.1. suena un aullido o ladrido cuando se entra en una habitacion con habitacion secreta o espacio subterraneo sin descubrir.;PASIVO
446;0;DEAD TOOTH;Mientras este disparando, isaac obtiene un aura verde que envenena a los enemigos cercanos.;PASIVO
447;0;LINGER BEAN;Disparar constantemente hace que isaac suelte nubes de gas que pueden ser empujadas por sus lagrimas y danar a los enemigos cercanos.;PASIVO
448;0;SHARD OF GLASS;Al recibir dano, isaac puede soltar un corazon rojo, obtener rango +5 y dejar un rastro de creep rojo durante la habitacion actual.;PASIVO
449;0;METAL PLATE;Da un corazon de alma. los proyectiles enemigos pueden ser reflejados como lagrimas que aturden.;PASIVO
450;0;EYE OF GREED;Cada 20 lagrimas, isaac pierde una moneda y dispara una lagrima de oro que petrifica a los enemigos y los convierte en oro. los enemigos matados en este estado soltaran monedas.;PASIVO
451;0;TAROT CLOTH;Hace aparecer una carta o runa. duplica el efecto de las cartas y runas.;PASIVO
452;0;VARICOSE VEINS;Al recibir dano, libera un anillo de 10 lagrimas.;PASIVO
453;0;COMPOUND FRACTURE;Aumenta el rango. las lagrimas se vuelven huesos que se dividen en 1-3 fragmentos de hueso al golpear a un enemigo u obstaculo.;PASIVO
454;0;POLYDACTYLY;Permite llevar 2 cartas, pildoras y/o runas. hace aparecer una carta, pildora o runa al azar.|;PASIVO
455;0;DAD'S LOST COIN;Da rango +1.5. suelta una moneda de la suerte.;PASIVO
456;0;MOLDY BREAD;Da un contenedor de vida roja lleno.;PASIVO
457;0;CONE HEAD;Da un corazon de alma. tiene una probabilidad de ignorar el dano recibido.;PASIVO
458;0;BELLY BUTTON;Suelta una baratija al azar. permite llevar una segunda baratija a la vez.;PASIVO
459;0;SINUS INFECTION;Las lagrimas pueden ser mocos que se pegan a los enemigos y causan dano con el tiempo.;PASIVO
460;0;GLAUCOMA;Puede disparar lagrimas que confunden a los enemigos durante mucho tiempo.;PASIVO
461;0;PARASITOID;Las lagrimas pueden ser sacos de huevos que crean creep que ralentiza y generan una mosca azul o arana azul al golpear a un enemigo.;PASIVO
462;0;EYE OF BELIAL;Da lagrimas perforantes. tras atravesar a un enemigo, las lagrimas obtienen efecto de perseguir a los enemigos y causan el doble de dano.;PASIVO
463;0;SULFURIC ACID;Da dano +0.3. las lagrimas pueden ser acido que destruye obstaculos.;PASIVO
464;0;GLYPH OF BALANCE;Da 2 corazones de alma y modifica las recompensas de enemigos campeones dependiendo de ciertas condiciones.;PASIVO
465;0;ANALOG STICK;Da lagrimas +0.35 y permite disparar en cualquier angulo.;PASIVO
466;0;CONTAGION;Da un corazon de alma. tiene una probabilidad de ignorar el dano recibido.;PASIVO
467;0;FINGER;Un familiar que apunta a los enemigos y causa dano que escala con el dano de isaac.;PASIVO
468;0;SHADE;Un familiar que sigue los movimientos de isaac con un segundo de retraso, causando dano por contacto. tras causar suficiente dano, es absorbido por isaac y hace aparecer chargers aliados.;PASIVO
469;0;DEPRESSION;Un familiar que deja un rastro de creep. puede hacer aparecer un rayo de luz sobre los enemigos que toquen la nube.;PASIVO
470;0;HUSHY;Un hush familiar que rebota diagonalmente por la habitacion y causa dano por contacto. al disparar, deja de moverse.;PASIVO
471;0;LIL MONSTRO;Un familiar que dispara grupos de lagrimas. debe de cargar antes de disparar.;PASIVO
472;0;KING BABY;Un familiar que sigue a isaac y hace que otros familiares lo sigan. mientras se dispare, dejara de moverse junto con el resto de familiares. ;PASIVO
473;0;BIG CHUBBY;Hace aparecer un familiar que sigue a isaac y embiste lentamente a traves de la habitacion cuando isaac dispara, bloqueando proyectiles y causando dano por contacto.;PASIVO
474;0;TONSIL;Un familiar que puede bloquear proyectiles enemigos.;PASIVO
475;0;PLAN C;Mata a todos los enemigos de la habitacion, y mata a isaac 3 segundos despues.;ACTIVO
