ID;ENCONTRADO;ITEM;EFECTO;
274;0;BEST BUD;Al recibir daNo, hace aparecer una mosca orbital similar a Forever Alone durante la habitacion actual.;
275;0;LIL BRIMSTONE;Un familiar que carga un laser de Brimstone mas delgado.;
276;0;ISAAC'S HEART;Isaac es inmune a todo el daNo y lo sigue un corazon familiar. Isaac es daNado si el corazon recibe daNo.;
277;0;LIL HAUNT;Un familiar que persigue a los enemigos, causando 4 de daNo por segundo e infligiendo miedo.;
278;0;DARK BUM;Un familiar que recoge corazones rojos. Por cada 1.5 corazones rojos, puede dar un corazon de alma, un corazon negro, una araNa enemiga, una araNa azul ;
279;0;BIG FAN;Hace aparecer un gran familiar orbital que bloquea proyectiles y causa daNo por contacto.;
280;0;SISSY LONG LEGS;Un familiar que deambula por la habitacion. A veces genera araNas azules.;
281;0;PUNCHING BAG;Un familiar que deambula aleatoriamente. Los enemigos lo atacaran si esta cerca.;
282;0;HOW TO JUMP;Isaac salta en la direccion en la que este caminando, pasando sobre obstaculos y enemigos.;
283;0;D100;Activa el efecto de D4, The D6 y D20.;
284;0;D4;Cambia todos los objetos pasivos de Isaac.;
285;0;D10;Cambia los enemigos de la habitacion.;
286;0;BLANK CARD;Copia el efecto de cualquier carta o runa que Isaac lleve.;
287;0;BOOK OF SECRETS;Da el efecto de Treasure Map, The Compass o Blue Map durante el piso actual.;
288;0;BOX OF SPIDERS;Hace aparecer de 1 a 4 araNas azules que causan 2.5 veces el daNo de Isaac. ;
289;0;RED CANDLE;Lanza una llama que puede pasar sobre agujeros (pero no obstaculos). La llama causa daNo a todo en su camino, reduciendo su tamaNo conforme golpea a enemigos o bloquea proyectiles.;
290;0;THE JAR;Cuando Isaac tiene la vida completa, puede almacenar hasta 4 corazones rojos. Activarlo suelta los corazones rojos de su interior.;
291;0;FLUSH!;Convierte a todos los enemigos no-jefes de la habitacion en caca. Mata instantaneamente a los jefes con tematica de caca.;
292;0;THE SATANIC BIBLE;Da un corazon negro. {{Nota|REP}} Reemplaza el objeto de la habitacion del jefe del piso actual por un pacto del diablo.;
293;0;HEAD OF KRAMPUS;Dispara un rayo de Brimstone en las cuatro direcciones cardinales. Los rayos tienen un 50% de probabilidad de girar alrededor de Isaac.;
294;0;BUTTER BEAN;Isaac suelta un gas que empuja a los enemigos y proyectiles cercanos.;
295;0;MAGIC FINGERS;Gasta 1 moneda y causa 2 veces el daNo de Isaac a todos los enemigos en la habitacion.;
296;0;CONVERTER;Al activarlo, convierte 2 corazones de alma en un contenedor de vida.;
297;0;PANDORA'S BOX;Genera recursos u objetos dependiendo del piso en el que se use.;
298;0;UNICORN STUMP;Da invencibilidad y aumenta la velocidad durante 5 segundos, pero Isaac no podra disparar.;
299;0;TAURUS;Da Velocidad -0.3. Isaac acumula velocidad mientras esta en una habitacion con enemigos, al llegar al maximo de velocidad, obtiene el efecto de My Little Unicorn durante 5 segundos.;
300;0;ARIES;Da Velocidad +0.25. Correr hacia los enemigos mientras se tiene suficiente velocidad causa daNo.;
301;0;CANCER;Da 3 corazones de alma. Concede el efecto de The Wafer durante la habitacion actual tras haber recibido daNo.;
302;0;LEO;Permite destruir rocas al caminar sobre ellas.;
303;0;VIRGO;Tiene una probabilidad de dar un escudo durante 10 segundos al recibir daNo. Convierte las pildoras malas en pildoras buenas.;
304;0;LIBRA;Da 6 monedas, 6 bombas y 6 llaves, y equilibra todos los atributos.;
305;0;SCORPIO;Las lagrimas son venenosas. Los enemigos envenenados reciben daNo con el tiempo.;
306;0;SAGITARIUS;Da Velocidad +0.2 y lagrimas perforantes.;
307;0;CAPRICORN;Aumenta la vida, daNo y rango, disminuye la cadencia y da 1 moneda, bomba y llave.;
308;0;AQUARIUS;Isaac deja un rastro de creep azul mientras camina.;
309;0;PISCES;Da Lagrimas +1 y las lagrimas tendran mas empuje y tamaNo.;
310;0;EVE'S MASCARA;Duplica el daNo y reduce la cadencia y velocidad del proyectil.;
311;0;JUDAS SHADOW;Da una vida extra. Al morir, revive como Dark Judas con 2 corazones negros.;
312;0;MAGGY'S BOW;Da un contenedor de vida roja y duplica la curacion obtenida por corazones rojos.;
313;0;HOLY MANTLE;Al entrar en una habitacion, da un escudo que niega el primer daNo recibido.;
314;0;THUNDER THIGHS;Permite destruir obstaculos por contacto. Da un contenedor de vida roja y disminuye la velocidad.;
315;0;STRANGE ATTRACTOR;Los recursos, baratijas y enemigos son atraidos por las lagrimas de Isaac.;
316;0;CURSED EYE;Da un disparo cargado que dispara varias lagrimas en fila. Recibir daNo mientras se esta cargando puede teletransportar a Isaac a otra habitacion.;
317;0;MYSTERIOUS LIQUID;Las lagrimas dejan un pequeNo charco de creep que dura poco tiempo al impactar.;
318;0;GEMINI;Da un familiar atado a Isaac que sigue a los enemigos cercanos y causa 8 de daNo por contacto.;
319;0;CAIN'S OTHER EYE;Un familiar que flota diagonalmente similar al item The Peeper y dispara lágrimas normales en la dirección en que dispare Isaac.;
320;0;???'S ONLY FRIEND;Hace aparecer un familiar controlable que causa 37.5 de daNo por segundo al contacto. Puede ser movido con los botones de disparo.;
321;0;SAMSON'S CHAINS;Ata una bola y una cadena a Isaac que arrastra consigo. Causa daNo por contacto, bloquea proyectiles y destruye obstaculos.;
322;0;MONGO BABY;	Un familiar que copia las lagrimas e otros familiares.;
323;0;ISAAC'S TEARS;Dispara 8 lagrimas alrededor de Isaac tomando su daNo, rango, velocidad de proyectil y algunos efectos de lagrima. Cada disparo de Isaac aumenta el numero de cargas.;
324;0;UNDEFINED;Lleva a Isaac a la habitacion secreta, habitacion super secreta, habitacion del tesoro o I AM ERROR.;
325;0;SCISSORS;Convierte la cabeza de Isaac en un familiar estacionario durante la habitacion actual que dispara automaticamente.;
326;0;BREATH OF LIFE;Da un breve momento de invencibilidad cuando la carga llega a 0. Si se mantiene el boton de activacion durante un segundo mas mientras la carga esta en 0, Isaac recibira daNo.;
327;0;THE POLAROID;Si Isaac tiene medio corazon rojo o no tiene corazones rojos tras recibir daNo, gana un escudo que bloquea todo tipo de daNo durante 5 segundos. Permite acceder a The Chest.;
328;0;THE NEGATIVE;Si Isaac tiene medio corazon rojo o no tiene corazones rojos tras recibir daNo, daNa a todos los enemigos de la habitacion con un efecto parecido al de The Necronomicon. Permite acceder a Dark Room.;
329;0;THE LUDOVICO TECHNIQUE;En lugar de disparar lagrimas, Isaac controla una lagrima flotante que pasa sobre los obstaculos. Causa daNo constante al colocarse sobre un enemigo.;
330;0;SOY MILK;Las lagrimas seran mas pequeNas y haran mucho menos daNo, pero aumenta mucho la cadencia.;
331;0;GODHEAD;Las lagrimas siguen a los enemigos con un aura que causa daNo. Da DaNo +0.5, Lagrimas -0.3, Rango +1.2, Velocidad del proyectil -0.3 y +0.8 de altura de lagrima.;
332;0;LAZARU'S RAGS;Al morir, revive como Lazarus Revivido con un contenedor de vida roja y Anemic.;
333;0;THE MIND;Revela el mapa completo, incluyendo habitaciones especiales y secretas.;
334;0;THE BODY;Da 3 contendores de vida roja llenos.;
335;0;THE SOUL;Da 2 corazones de alma, y Isaac gana un aura pulsante que repele a enemigos y proyectiles.;
336;0;DEAD ONION;Da lagrimas perforantes y espectrales. El tamaNo de la lagrima aumenta (sin aumentar el daNo) y reduce mucho el rango y velocidad del proyectil.;
337;0;BROKEN WATCH;Al entrar en una habitacion, puede ralentizar o acelerar a todos los enemigos y sus ataques. La probabilidad de ralentizar es mayor que la de acelerar.;
338;0;BOOMERANG;Lanza un boomerang que trae recursos, daNa a los enemigos y los petrifica durante 2 segundos.;
339;0;SAFETY PIN;Da un corazon negro, Rango +5.25, Velocidad del proyectil +0.16 y +0.5 de altura de lagrima.;
340;0;CAFFEINE PILL;Da Velocidad +0.3, reduce el tamaNo de Isaac y da una pildora al azar.;
341;0;TORN PHOTO;Da Lagrimas +0.7 y Velocidad del proyectil +0.16.;
342;0;BLUE CAP;Da un contenedor de vida roja, Lagrimas +0.7, Velocidad del proyectil -0.16}}.;
343;0;LATCH KEY;Da un corazon de alma y Suerte +1. Hace aparecer 2 llaves.;
344;0;MATCH BOOK;Da un corazon negro y hace aparecer 2-3 bombas.;
345;0;SYNTHOIL;Da DaNo +1, Rango +5.25 y +0.5 de altura de lagrima.;
346;0;A SNACK;Da un contenedor de vida roja;
347;0;DIPLOPIA;Duplica todos los recursos y objetos de la habitacion.;
348;0;PLACEBO;Copia el efecto de la pildora que Isaac lleve.;
349;0;WOODEN NICKEL;Tiene un 50% de probabilidad de generar un tipo de monda al azar.;
350;0;TOXIC SHOCK;Al entrar en una habitacion, envenena a todos los enemigos causando el doble del daNo de Isaac. Matar a enemigos deja un charco pequeNo de creep verde que desaparece pronto.;
351;0;MEGA BEAN;Petrifica a los enemigos de la habitacion actual durante un par de segundos y envenena a los enemigos cercanos. Tambien provoca un terremoto que se mueve en la direccion en la que Isaac este viendo.;
352;0;GLASS CANNON; Dispara una lagrima espectral y perforante gigante de mucho daNo, pero disminuye la vida de Isaac a medio corazon.;
353;0;BOMBER BOY;Da 5 bombas. Las bombas de Isaac explotaran en un patron de cruz (aproximadamente 5 explosiones de altura).;
354;0;CRACK JACKS;Da un contenedor de vida roja lleno y suelta una baratija.;
355;0;MOM'S PEARLS;Da Rango +1.25, Suerte +1, +0.5 de altura de lagrima.;
356;0;CAR BATTERY;Activa dos veces los objetos activables en cada uso.;
357;0;BOX OF FRIENDS;Genera un familiar mas por cada familiar que Isaac tenga durante la habitacion actual. Si no tiene familiares, hace aparecer un Demon Baby durante la habitacion actual.;
358;0;THE WIZ;Dispara lagrimas diagonalmente de ambos ojos a la vez.;
359;0;8 INCH NAILS;DaNo +1.5. Reemplaza las lagrimas de Isaac por clavos que tienen mayor empuje.;
360;0;INCUBUS;Un familiar que dispara lagrimas identicas a las de Isaac en cuanto a daNo, cadencia y efectos.;
361;0;FATE'S REWARD;Un familiar que sigue a Isaac e imita algunos de sus efectos de lagrima y daNo.;
362;0;LIL CHEST;Un familiar que suelta un recurso al azar (25%) o baratija (10%) al superar una habitacion.;
363;0;SWORN PROTECTOR;Un familiar orbital que inflige 105 de daNo por contacto y bloquea proyectiles. Al bloquear 10 proyectiles en una habitacion suelta un corazon eterno.;
364;0;FRIEND ZONE;Una mosca que orbita a una distancia intermedia y causa 45 de daNo por contacto.;
365;0;LOST FLY;Un familiar mosca que se mueve en linea recta y recorre el primer muro u obstaculo que encuentre, causando 105 de daNo por contacto.;
366;0;SCATTER BOMBS;Da 5 bombas. Las bombas de Isaac explotan en 2-4 bombas mas pequeNas.;
367;0;STICKY BOMBS;Da 5 bombas. Las bombas se adhieren a los enemigos y hacen aparecer 2-4 araNas azules si matan a un enemigo.;
368;0;EPIPHORA;Disparar en una direccion aumenta la cadencia de disparo. Al cambiar de direccion se reinicia;
369;0;CONTINUUM;Da lagrimas espectrales y aumenta el rango. Las lagrimas atraviesan las paredes y aparecen del lado opuesto de la habitacion.;
370;0;MR. DOLLY;Da Lagrimas +0.7, Rango +5.25 y +0.5 de altura de lagrima. Hace aparecer 3 tipos de corazones al azar al recogerlo.;
371;0;CURSE OF THE TOWER;Al recibir daNo, hace aparecer 6 bombas troll.;
372;0;CHARGED BABY;Un familiar que a veces suelta baterias, da cargas o petrifica a todos los enemigos en la habitacion.;
373;0;DEAD EYE;El daNo de Isaac aumenta cada vez que un enemigo es golpeado. El daNo se reinicia al fallar un disparo.;
374;0;HOLY LIGHT!;Puede disparar lagrimas sagradas que crean un rayo de luz en el area donde golpean a un enemigo.;
375;0;HOST HAT;Da inmunidad a las explosiones. Puede bloquear lagrimas enemigas y contraatacar con 3 lagrimas.;
376;0;RESTOCK;Las tiendas reabastecen sus objetos cuando son comprados.;
377;0;BURSTING SACK;Los enemigos aracnidos no daNaran a Isaac.;
378;0;NO. 2;Disparar lagrimas continuamente durante 3 segundos hace que Isaac suelte una bomba con el efecto de Butt Bombs.;
379;0;PUPULA DUPLEX;Da lagrimas espectrales y mas anchas con forma de arco, aumentando su tamaNo.;
380;0;PAY TO PLAY;Da 5 monedas. Convierte las puertas que requieren de una llave en puertas que pueden abrirse con una moneda.;
381;0;EDEN'S BLESSING;Da Lagrimas +0.7. La siguiente partida tendra un objeto al azar adicional.;
382;0;FRIENDLY BALL;Lanzar la bola a un monstruo lo mata instantaneamente y lo captura. El enemigo capturado puede ser liberado mas tarde y sera aliado, peleando por Isaac y manteniendose entre habitaciones.;
383;0;TEAR DETONATOR;Detona todas las lagrimas de la pantalla, dividiendolas en 6 lagrimas que saldran disparadas en circulo.;
384;0;LIL GURDY;Un familiar que carga mientras Isaac dispara, y rebota por la habitacion al dejar de disparar para causar daNo por contacto dependiendo de su velocidad.;
385;0;BUMBO;Un familiar que recoge monedas y sube de nivel tras recoger suficientes. Al segundo nivel, obtiene un cuerpo. Al tercer nivel, comienza a disparar lagrimas. Al cuarto nivel, sigue a los enemigos y causa daNo por contacto.;
386;0;D12;Cambia las rocas de la habitacion por otros obstaculos al azar.;
387;0;CENSER;Un familiar con un aura que ralentiza a los enemigos y proyectiles en su interior.;
388;0;KEY BUM;Un familiar que recoge llaves y da cofres al azar.;
389;0;RUNE BAG;Un familiar que suelta una runa al azar cada 5-6 habitaciones.;
390;0;SERAPHIM;Un familiar que dispara lagrimas que persiguen a los enemigos. Causan 10 de daNo, pero el proyectil es lento.;
391;0;BETRAYAL;Al recibir daNo, aplica un efecto de enamoramiento a todos los enemigos de la habitacion.;
392;0;ZODIAC;Da un efecto aleatorio de un objeto del zodiaco que cambia en cada piso.;
393;0;SERPENT'S KISS;Las lagrimas pueden envenenar a los enemigos. Los enemigos envenenados pueden soltar corazones negros al morir.;
394;0;MARKED;Isaac disparara automaticamente hacia el objetivo rojo en el piso, el cual puede ser movido con los controles de disparo. Da Lagrimas +0.7 y Rango +3.15.;
395;0;TECH X;Las lagrimas son reemplazadas por anillos laser que pasan a traves de los enemigos y obstaculos. Puede ser cargado para lanzar un anillo mas grande.;
396;0;VENTRICLE RAZOR;Coloca un portal anaranjado y uno azul. Al entrar en un portal, Isaac es teletransportado al otro.;
397;0;TRACTOR BEAM;Mejora la cadencia, rango y velocidad del proyectil. Isaac emite un rayo desde su cara, y las lagrimas seguiran ese rayo.;
398;0;GOD'S FLESH;Las lagrimas pueden encoger a los enemigos, haciendo que huyan de Isaac. Los enemigos encogidos pueden ser aplastados y matados al caminar encima de ellos.;
399;0;MAW OF THE VOID;Se carga mientras dispara y al liberarlo crea un anillo negro alrededor de Isaac que causa daNo. Da DaNo +1, y el anillo puede hacer que los enemigos suelten corazones negros al morir.;
400;0;SPEAR OF DESTINY;Ademas de sus lagrimas, Isaac sostendra una lanza frente a el que causa daNo por contacto igual al doble del daNo de sus lagrimas. A veces inflige miedo.;
401;0;EXPLOSIVO;Las lagrimas pueden pegarse a los enemigos y explotar.;
402;0;CHAOS;Suelta de 1 a 6 recursos al azar. Los objetos generados seran tomados de fuentes de obtencion aleatorias.;
403;0;SPIDER MOD;Muestra el daNo que reciben los enemigos y barras de vida debajo de ellos. El familiar deambula por la habitacion, causando efectos de estado al azar al entrar en contacto con enemigos. Puede hacer aparecer baterias o araNas azules al superar habitaciones.;
404;0;FARTING BABY;Un familiar que sigue a Isaac y bloquea proyectiles enemigos. Si lo golpea un proyectil, puede soltar un gas que enamora, envenena o empuja a los enemigos cercanos.;
405;0;GB BUG;Un familiar que rebota diagonalmente por la habitacion, aplicando efectos de estado al azar a los enemigos con los que entra en contacto, y puede cambiar objetos al pasar encima de ellos. ;
406;0;D8;Cambia el daNo, cadencia, rango y velocidad de Isaac dandoles un multiplicador al azar.;
407;0;PURITY;Mejora una estadistica de Isaac dependiendo del color del aura a su alrededor(Amarilla +0.5 de Velocidad, Naranja +7.5 de Rango, Azul +0.4 de Lagrimas, Rojo +4.93 de daNo). El aura desaparece al recibir daNo y reaparece con un color al azar al entrar en una habitacion diferente.;
408;0;ATHAME;Al recibir daNo, un anillo negro aparece alrededor de Isaac, causando daNo por contacto a los enemigos cercanos.;
409;0;EMPTY VESSEL;Da 2 corazones negros. Si Isaac no tiene corazones rojos, permite volar y periodicamente da un escudo durante unos segundos.;
410;0;EVIL EYE;Puede disparar un ojo que atraviesa la pantalla lentamente y dispara lagrimas en la misma direccion que Isaac. El ojo sera destruido al impactar.;
411;0;LUSTY BLOOD;Aumenta el daNo de Isaac durante la habitacion actual al matar enemigos.;
412;0;CAMBION CONCEPTION;Tras recibir daNo un cierto numero de veces, hace aparecer un familiar demoniaco permanentemente.;
413;0;INMACULATE CONCEPTION;Al recoger cierta cantidad de corazones, hace aparecer un familiar angelical permanente.;
414;0;MORE OPTIONS;Hace aparecer un segundo objeto en la habitacion del tesoro, pero solo se puede tomar uno.;
415;0;CROWN OF LIGHT;Da 2 corazones de alma. Mientras Isaac no tenga corazones rojos vacios, da DaNo x2.0, Rango +5.25 y Velocidad del proyectil-0.3. La corona se desactiva durante la habitacion actual al recibir daNo.;
416;0;DEEP POCKETS;Isaac puede llevar 2 cartas y/o pildoras a la vez.;
417;0;SUCCUBUS;Un familiar que rebota por la habitacion con un aura negra que causa daNo rapidamente a los enemigos en su interior. Si Isaac esta en el aura, recibe DaNo x1.5.;
418;0;FRUIT CAKE;Las lagrimas de Isaac obtienen efectos aleatorios con cada disparo.;
419;0;TELEPORT 2.0;Teletransporta a Isaac a una habitacion al azar del piso actual que aun no haya sido explorada. Si ya se han explorado todas las habitaciones, incluyendo habitaciones secretas, llevara a la habitacion del pacto, si ya se ha visitado tambien, llevara a una habitacion de I AM ERROR.;
420;0;BLACK POWDER;Isaac deja un rastro de polvo negro. Caminar en circulos hara aparecer un simbolo de pentagrama en el piso que causa 10 de daNo por tick a los enemigos en su interior.;
421;0;KIDNEY BEAN;Isaac suelta un gas que enamora a los enemigos cercanos.;
422;0;GLOWING HOUR GLASS;Regresa a Isaac a la habitacion anterior y deshace todas las acciones que hayan ocurrido en la habitacion actual, volviendo al estado en que se encontraba antes.;
423;0;CIRCLE OF PROTECTION;Rodea a Isaac con un gran halo blanco que a veces causa el daNo de Isaac a los enemigos que entren en contacto, y puede reflejar proyectiles enemigos.;
424;0;SACK HEAD;Las monedas, bombas y llaves tienen una probabilidad de ser cambiadas por sacos.;
425;0;NIGHT LIGHT;Un cono de luz brilla en la direccion en la que se mueve Isaac, ralentizando a los enemigos y proyectiles.;
426;0;OBSESSED FAN;Un familiar que sigue los movimientos de Isaac con 3 segundos de retraso y causa daño por contacto.;
427;0;MINE CRAFTER;Coloca un barril explosivo que puede ser empujado. Si se vuelve a activar en una habitacion donde ya ha generado un barril explosivo y este esta intacto, puede detonarlo remotamente.;
428;0;PJS;Da 4 corazones azules y cura completamente a Isaac.;
429;0;HEAD OF THE KEEPER;Las lagrimas de Isaac se vuelven monedas y pueden soltar monedas en el piso al golpear a un enemigo.;
430;0;PAPA FLY;Un familiar que sigue los movimientos de Isaac con 3 segundos de retraso, disparando a los enemigos cercanos.;
431;0;MULTIDIMENSIONAL BABY;Un familiar que sigue los movimientos de Isaac con un retraso de 2.5 segundos. Las lagrimas que lo atraviesan son duplicadas y son mas rapidas.;
432;0;GLITTER BOMBS; Da 5 bombas. Las bombas pueden hacer aparecer recursos o enamorar a enemigos al explotar.;
433;0;MY SHADOW;Cada vez que Isaac recibe daNo, causa miedo a todos los enemigos de la habitacion y hace aparecer un Charger negro aliado que atacara a los enemigos. El Charger morira si recibe mucho daNo.;
434;0;JAR OF FLIES;Matar a un enemigo aNade una mosca al jarron, hasta un maximo de 20. Al activarlo, suelta las moscas de su interior.;
435;0;LIL LOKI;Un familiar que dispara 4 lagrimas en un patron de cruz.;
436;0;MILK!;Un familiar vaso de leche que se derrama cuando Isaac recibe daNo. Al derramarse, da Lagrimas +2 durante la habitacion actual.;
437;0;D7;Reinicia la habitacion actual y revive a los enemigos, permitiendo obtener una recompensa al superarla nuevamente.;
438;0;BINKY;Da 1 corazon de alma, Lagrimas +0.75 y disminuye el tamaNo de Isaac.;
439;0;MOM'S BOX;De forma pasiva aumenta da Suerte +1 y duplica el efecto de las baratijas. Al activarlo, genera una baratija al azar.;
440;0;KIDNEY STONE;Aleatoriamente al disparar, Isaac dejara de hacerlo y se volvera rojo mientras carga para liberar muchisimas lagrimas. Lanzara primero una piedra del riNon que causa mas daNo.;
441;0;MEGA BLAST;Isaac dispara un laser similar al que usa Mega Satan. El laser causa mucho daNo y dura 15 segundos, persistiendo entre habitaciones.;
442;0;DARK CROWN;Al tener exactamente 1 corazon rojo, da Lagrimas +0.75, Rango +1, Velocidad del proyectil +0.2 y +1 de altura de lagrima.;
443;0;APPLE!;Mejora la cadencia. Tiene una probabilidad de disparar cuchillas que causan mucho daNo.;
444;0;LEAD PENCIL;Despues de cada 15 lagrimas disparadas, Isaac disparara un gran grupo de lagrimas que hacen mas daNo.;
445;0;DOG TOOTH;Da DaNo +0.3 y Velocidad +0.1. Suena un aullido o ladrido cuando se entra en una habitacion con habitacion secreta o espacio subterraneo sin descubrir.;
446;0;DEAD TOOTH;Mientras este disparando, Isaac obtiene un aura verde que envenena a los enemigos cercanos.;
447;0;LINGER BEAN;Disparar constantemente hace que Isaac suelte nubes de gas que pueden ser empujadas por sus lagrimas y daNar a los enemigos cercanos.;
448;0;SHARD OF GLASS;Al recibir daNo, Isaac puede soltar un corazon rojo, obtener Rango +5 y dejar un rastro de creep rojo durante la habitacion actual.;
449;0;METAL PLATE;Da un corazon de alma. Los proyectiles enemigos pueden ser reflejados como lagrimas que aturden.;
450;0;EYE OF GREED;Cada 20 lagrimas, Isaac pierde una moneda y dispara una lagrima de oro que petrifica a los enemigos y los convierte en oro. Los enemigos matados en este estado soltaran monedas.;
451;0;TAROT CLOTH;Hace aparecer una carta o runa. Duplica el efecto de las cartas y runas.;
452;0;VARICOSE VEINS;Al recibir daNo, libera un anillo de 10 lagrimas.;
453;0;COMPOUND FRACTURE;Aumenta el rango. Las lagrimas se vuelven huesos que se dividen en 1-3 fragmentos de hueso al golpear a un enemigo u obstaculo.;
454;0;POLYDACTYLY;Permite llevar 2 cartas, pildoras y/o runas. Hace aparecer una carta, pildora o runa al azar.|;
455;0;DAD'S LOST COIN;Da Rango +1.5. Suelta una moneda de la suerte.;
456;0;MOLDY BREAD;Da un contenedor de vida roja lleno.;
457;0;CONE HEAD;Da un corazon de alma. Tiene una probabilidad de ignorar el daNo recibido.;
458;0;BELLY BUTTON;Suelta una baratija al azar. Permite llevar una segunda baratija a la vez.;
459;0;SINUS INFECTION;Las lagrimas pueden ser mocos que se pegan a los enemigos y causan daNo con el tiempo.;
460;0;GLAUCOMA;Puede disparar lagrimas que confunden a los enemigos durante mucho tiempo.;
461;0;PARASITOID;Las lagrimas pueden ser sacos de huevos que crean creep que ralentiza y generan una mosca azul o araNa azul al golpear a un enemigo.;
462;0;EYE OF BELIAL;Da lagrimas perforantes. Tras atravesar a un enemigo, las lagrimas obtienen efecto de perseguir a los enemigos y causan el doble de daNo.;
463;0;SULFURIC ACID;Da DaNo +0.3. Las lagrimas pueden ser acido que destruye obstaculos.;
464;0;GLYPH OF BALANCE;Da 2 corazones de alma y modifica las recompensas de enemigos campeones dependiendo de ciertas condiciones.;
465;0;ANALOG STICK;Da Lagrimas +0.35 y permite disparar en cualquier angulo.;
466;0;CONTAGION;Da un corazon de alma. Tiene una probabilidad de ignorar el daNo recibido.;
467;0;FINGER;Un familiar que apunta a los enemigos y causa daNo que escala con el daNo de Isaac.;
468;0;SHADE;Un familiar que sigue los movimientos de Isaac con un segundo de retraso, causando daNo por contacto. Tras causar suficiente daNo, es absorbido por Isaac y hace aparecer Chargers aliados.;
469;0;DEPRESSION;Un familiar que deja un rastro de creep. Puede hacer aparecer un rayo de luz sobre los enemigos que toquen la nube.;
470;0;HUSHY;Un Hush familiar que rebota diagonalmente por la habitacion y causa daNo por contacto. Al disparar, deja de moverse.;
471;0;LIL MONSTRO;Un familiar que dispara grupos de lagrimas. Debe de cargar antes de disparar.;
472;0;KING BABY;Un familiar que sigue a Isaac y hace que otros familiares lo sigan. Mientras se dispare, dejara de moverse junto con el resto de familiares. ;
473;0;BIG CHUBBY;Hace aparecer un familiar que sigue a Isaac y embiste lentamente a traves de la habitacion cuando Isaac dispara, bloqueando proyectiles y causando daNo por contacto.;
474;0;TONSIL;Un familiar que puede bloquear proyectiles enemigos.;
475;0;PLAN C;Mata a todos los enemigos de la habitacion, y mata a Isaac 3 segundos despues.;
476;0;D1;Duplica un recurso al azar en la habitacion.;
477;0;VOID;Consume todos los objetos en pedestales en la habitacion. Los objetos activables sumaran su efecto a Void, y los efectos pasivos daran mejoras de estadisticas.;
478;0;PAUSE;Congela a todos los enemigos hasta que se presione un boton de disparo.;
479;0;SMELTER;Consume la baratija actual de Isaac y aplica su efecto permanentemente.;
480;0;COMPOST;Duplica las moscas y araNas azules, o hace aparecer una si Isaac no tiene ninguna. Convierte todos los recursos de la habitacion actual en moscas y araNas azules.;
481;0;DATAMINER;Desplaza los sprites de la habitacion actual y aumenta una estadistica al azar mientras disminuye otra.;
482;0;CLICKER;Transforma a Isaac en un personaje al azar y elimina el ultimo objeto que haya recogido.;
483;0;MAMA MEGA!;DaNa a todos los enemigos y destruye todos los obstaculos. El efecto se activa cada vez que se entra en una nueva habitacion durante el piso actual.;
484;0;WAIT WHAT?;Isaac suelta un gas mientras lanza terremotos.;
485;0;CROOKED PENNY;Tiene un 50% de probabilidad de duplicar todos los objetos y recursos en la habitacion actual o hacerlos desaparecer y dejar una moneda en su lugar.;
486;0;DULL RAZOR;DaNa a Isaac sin quitarle vida, activando cualquier efecto que requiera de recibir daNo.;
487;0;POTATO PEELER;Remueve un contenedor de vida, aumenta el daNo y rango y da un Cube of Meat.;
488;0;METRONOME;Da el efecto de un objeto al azar durante la habitacion actual.;
489;0;D INFINITY;Da el efecto de un dado al azar que cambia con cada uso.;
490;0;EDEN'S SOUL;Hace aparecer dos pedestales de objeto y desaparece. Comienza sin cargas.;
491;0;ACID BABY;Hace aparecer un familiar que suelta una pildora cada 3 habitaciones. Al usar una pildora, envenena a todos los enemigos de la habitacion.;
492;0;YO LISTEN!;Da Suerte +1. Un familiar que seNala la ubicacion de las habitaciones secretas, entradas a espacios subterraneos y rocas marcadas.;
493;0;ADRENALINE;Aumenta el daNo dependiendo del numero de contenedores de vida roja vacios de Isaac.;
494;0;JACOB'S LADDER;Las lagrimas lanzan descargas electricas en direcciones al azar al golpear a un enemigo u obstaculo.;
495;0;GHOST PEPPER;Puede disparar fuegos junto con las lagrimas que bloquean proyectiles y causan daNo por contacto. ;
496;0;EUTHANASIA;Puede disparar jeringas que matan instantaneamente a los enemigos normales y causan el triple de daNo a los jefes. Si la aguja mata a un enemigo, este explota en lagrimas con los efectos de Isaac.;
497;0;CAMO UNDIES;Isaac se camufla al comenzar cada habitacion hasta que dispare. Los enemigos no-jefes seran confundidos.;
498;0;DUALITY;Cuando fuera a aparecer la Habitacion del Diablo o Habitacion del angel tras vencer al jefe, aparecen ambas habitaciones. Solo se puede entrar en una.;
499;0;EUCHARIST;La habitacion del angel aparecera siempre despues de vencer al jefe del piso, excepto en el primer piso y despues de The Womb II.;
500;0;SACK OF SACKS;Un familiar que suelta un saco cada 5-6 habitaciones.;
501;0;GREED'S GULLET;Da un contenedor de vida roja por cada 25 monedas que tenga Isaac.;
502;0;LARGE ZIT;Puede disparar una lagrima de creep que hace doble daNo y deja creep que ralentiza.;
503;0;LITTLE HORN;Puede disparar una lagrima perforante que mata instantaneamente a cualquier enemigo que toque.;
504;0;BROWN NUGGET;Hace aparecer una mosca torreta estacionaria que dispara a los enemigos cercanos.;
505;0;POKE GO;Al entrar en una habitacion con enemigos, puede generar un enemigo aliado al azar que se mantiene entre habitaciones.;
